id,geo,wat_res,TIME_PERIOD,OBS_VALUE
1431,Germany,OUTFL,2010,184000
1432,Germany,OUTFL,2011,161000
1433,Germany,OUTFL,2012,174000
1434,Germany,OUTFL,2013,202000
1435,Germany,OUTFL,2014,143000
1436,Germany,OUTFL,2015,144000
1437,Germany,OUTFL,2016,0
1438,Germany,OUTFL,2017,0
1439,Germany,OUTFL,2018,0
1440,Germany,PRECIP,1989,0
1441,Germany,PRECIP,1990,273000
1442,Germany,PRECIP,1991,228000
1443,Germany,PRECIP,1992,282000
1444,Germany,PRECIP,1993,314000
1445,Germany,PRECIP,1994,316000
1446,Germany,PRECIP,1995,309000
1447,Germany,PRECIP,1996,239000
1448,Germany,PRECIP,1997,252000
1449,Germany,PRECIP,1998,323000
1450,Germany,PRECIP,1999,294000
1451,Germany,PRECIP,2000,294000
1452,Germany,PRECIP,2001,327000
1453,Germany,PRECIP,2002,359000
1454,Germany,PRECIP,2003,215000
1455,Germany,PRECIP,2004,287000
1456,Germany,PRECIP,2005,261000
1457,Germany,PRECIP,2006,248000
1458,Germany,PRECIP,2007,333000
1459,Germany,PRECIP,2008,269000
1460,Germany,PRECIP,2009,280000
1461,Germany,PRECIP,2010,300000
1462,Germany,PRECIP,2011,257000
1463,Germany,PRECIP,2012,272000
1464,Germany,PRECIP,2013,276000
1465,Germany,PRECIP,2014,257000
1466,Germany,PRECIP,2015,249000
1467,Germany,PRECIP,2016,0
1468,Germany,PRECIP,2017,0
1469,Germany,PRECIP,2018,0
1470,Germany,RFW_RES,1989,0
1471,Germany,RFW_RES,1990,162000
1472,Germany,RFW_RES,1991,126000
1473,Germany,RFW_RES,1992,177000
1474,Germany,RFW_RES,1993,198000
1475,Germany,RFW_RES,1994,212000
1476,Germany,RFW_RES,1995,222000
1477,Germany,RFW_RES,1996,132000
1478,Germany,RFW_RES,1997,148000
1479,Germany,RFW_RES,1998,205000
1480,Germany,RFW_RES,1999,214000
1481,Germany,RFW_RES,2000,204000
1482,Germany,RFW_RES,2001,245000
1483,Germany,RFW_RES,2002,270000
1484,Germany,RFW_RES,2003,102000
1485,Germany,RFW_RES,2004,174000
1486,Germany,RFW_RES,2005,151000
1487,Germany,RFW_RES,2006,150000
1488,Germany,RFW_RES,2007,206000
1489,Germany,RFW_RES,2008,167000
1490,Germany,RFW_RES,2009,172000
1491,Germany,RFW_RES,2010,189000
1492,Germany,RFW_RES,2011,130000
1493,Germany,RFW_RES,2012,169000
1494,Germany,RFW_RES,2013,181000
1495,Germany,RFW_RES,2014,131000
1496,Germany,RFW_RES,2015,132000
1497,Germany,RFW_RES,2016,0
1498,Germany,RFW_RES,2017,0
1499,Germany,RFW_RES,2018,0
1500,Denmark,EVAP_TSP,1989,24352
1501,Denmark,EVAP_TSP,1990,24220
1502,Denmark,EVAP_TSP,1991,20391
1503,Denmark,EVAP_TSP,1992,24960
1504,Denmark,EVAP_TSP,1993,32609
1505,Denmark,EVAP_TSP,1994,37858
1506,Denmark,EVAP_TSP,1995,23831
1507,Denmark,EVAP_TSP,1996,20735
1508,Denmark,EVAP_TSP,1997,21897
1509,Denmark,EVAP_TSP,1998,20649
1510,Denmark,EVAP_TSP,1999,24521
1511,Denmark,EVAP_TSP,2000,0
1512,Denmark,EVAP_TSP,2001,0
1513,Denmark,EVAP_TSP,2002,0
1514,Denmark,EVAP_TSP,2003,0
1515,Denmark,EVAP_TSP,2004,0
1516,Denmark,EVAP_TSP,2005,0
1517,Denmark,EVAP_TSP,2006,0
1518,Denmark,EVAP_TSP,2007,0
1519,Denmark,EVAP_TSP,2008,0
1520,Denmark,EVAP_TSP,2009,0
1521,Denmark,EVAP_TSP,2010,0
1522,Denmark,EVAP_TSP,2011,0
1523,Denmark,EVAP_TSP,2012,0
1524,Denmark,EVAP_TSP,2013,0
1525,Denmark,EVAP_TSP,2014,0
1526,Denmark,EVAP_TSP,2015,0
1527,Denmark,EVAP_TSP,2016,0
1528,Denmark,EVAP_TSP,2017,0
1529,Denmark,EVAP_TSP,2018,0
1530,Denmark,INFL_NBT,1989,0
1531,Denmark,INFL_NBT,1990,0
1532,Denmark,INFL_NBT,1991,0
1533,Denmark,INFL_NBT,1992,0
1534,Denmark,INFL_NBT,1993,0
1535,Denmark,INFL_NBT,1994,0
1536,Denmark,INFL_NBT,1995,0
1537,Denmark,INFL_NBT,1996,0
1538,Denmark,INFL_NBT,1997,0
1539,Denmark,INFL_NBT,1998,0
1540,Denmark,INFL_NBT,1999,0
1541,Denmark,INFL_NBT,2000,0
1542,Denmark,INFL_NBT,2001,0
1543,Denmark,INFL_NBT,2002,0
1544,Denmark,INFL_NBT,2003,0
1545,Denmark,INFL_NBT,2004,0
1546,Denmark,INFL_NBT,2005,0
1547,Denmark,INFL_NBT,2006,0
1548,Denmark,INFL_NBT,2007,0
1549,Denmark,INFL_NBT,2008,0
1550,Denmark,INFL_NBT,2009,0
1551,Denmark,INFL_NBT,2010,0
1552,Denmark,INFL_NBT,2011,0
1553,Denmark,INFL_NBT,2012,0
1554,Denmark,INFL_NBT,2013,0
1555,Denmark,INFL_NBT,2014,0
1556,Denmark,INFL_NBT,2015,0
1557,Denmark,INFL_NBT,2016,0
1558,Denmark,INFL_NBT,2017,0
1559,Denmark,INFL_NBT,2018,0
1560,Denmark,INTFL,1989,0
1561,Denmark,INTFL,1990,18360
1562,Denmark,INTFL,1991,13548
1563,Denmark,INTFL,1992,11582
1564,Denmark,INTFL,1993,6848
1565,Denmark,INTFL,1994,7949
1566,Denmark,INTFL,1995,10108
1567,Denmark,INTFL,1996,5552
1568,Denmark,INTFL,1997,10480
1569,Denmark,INTFL,1998,24117
1570,Denmark,INTFL,1999,22588
1571,Denmark,INTFL,2000,0
1572,Denmark,INTFL,2001,0
1573,Denmark,INTFL,2002,0
1574,Denmark,INTFL,2003,0
1575,Denmark,INTFL,2004,0
1576,Denmark,INTFL,2005,0
1577,Denmark,INTFL,2006,0
1578,Denmark,INTFL,2007,0
1579,Denmark,INTFL,2008,0
1580,Denmark,INTFL,2009,0
1581,Denmark,INTFL,2010,0
1582,Denmark,INTFL,2011,0
1583,Denmark,INTFL,2012,0
1584,Denmark,INTFL,2013,0
1585,Denmark,INTFL,2014,0
1586,Denmark,INTFL,2015,0
1587,Denmark,INTFL,2016,0
1588,Denmark,INTFL,2017,0
1589,Denmark,INTFL,2018,0
1590,Denmark,PRECIP,1989,23469
1591,Denmark,PRECIP,1990,42580
1592,Denmark,PRECIP,1991,33939
1593,Denmark,PRECIP,1992,36542
1594,Denmark,PRECIP,1993,39457
1595,Denmark,PRECIP,1994,45807
1596,Denmark,PRECIP,1995,33939
1597,Denmark,PRECIP,1996,26287
1598,Denmark,PRECIP,1997,32377
1599,Denmark,PRECIP,1998,44766
1600,Denmark,PRECIP,1999,47109
1601,Denmark,PRECIP,2000,32000
1602,Denmark,PRECIP,2001,32000
1603,Denmark,PRECIP,2002,36500
1604,Denmark,PRECIP,2003,26500
1605,Denmark,PRECIP,2004,34500
1606,Denmark,PRECIP,2005,27000
1607,Denmark,PRECIP,2006,34500
1608,Denmark,PRECIP,2007,37319
1609,Denmark,PRECIP,2008,33742
1610,Denmark,PRECIP,2009,31588
1611,Denmark,PRECIP,2010,0
1612,Denmark,PRECIP,2011,0
1613,Denmark,PRECIP,2012,0
1614,Denmark,PRECIP,2013,0
1615,Denmark,PRECIP,2014,0
1616,Denmark,PRECIP,2015,0
1617,Denmark,PRECIP,2016,0
1618,Denmark,PRECIP,2017,0
1619,Denmark,PRECIP,2018,0
1620,Estonia,EVAP_TSP,1989,0
1621,Estonia,EVAP_TSP,1990,14500.4
1622,Estonia,EVAP_TSP,1991,0
1623,Estonia,EVAP_TSP,1992,0
1624,Estonia,EVAP_TSP,1993,0
1625,Estonia,EVAP_TSP,1994,0
1626,Estonia,EVAP_TSP,1995,13632.2
1627,Estonia,EVAP_TSP,1996,16919
1628,Estonia,EVAP_TSP,1997,18396
1629,Estonia,EVAP_TSP,1998,20129
1630,Estonia,EVAP_TSP,1999,16340
1631,Estonia,EVAP_TSP,2000,0
1632,Estonia,EVAP_TSP,2001,0
1633,Estonia,EVAP_TSP,2002,0
1634,Estonia,EVAP_TSP,2003,0
1635,Estonia,EVAP_TSP,2004,0
1636,Estonia,EVAP_TSP,2005,0
1637,Estonia,EVAP_TSP,2006,15879.4
1638,Estonia,EVAP_TSP,2007,0
1639,Estonia,EVAP_TSP,2008,0
1640,Estonia,EVAP_TSP,2009,0
1641,Estonia,EVAP_TSP,2010,0
1642,Estonia,EVAP_TSP,2011,0
1643,Estonia,EVAP_TSP,2012,18532
1644,Estonia,EVAP_TSP,2013,16362
1645,Estonia,EVAP_TSP,2014,0
1646,Estonia,EVAP_TSP,2015,0
1647,Estonia,EVAP_TSP,2016,0
1648,Estonia,EVAP_TSP,2017,0
1649,Estonia,EVAP_TSP,2018,0
1650,Estonia,INFL_NBT,1989,0
1651,Estonia,INFL_NBT,1990,0
1652,Estonia,INFL_NBT,1991,0
1653,Estonia,INFL_NBT,1992,100
1654,Estonia,INFL_NBT,1993,80
1655,Estonia,INFL_NBT,1994,100
1656,Estonia,INFL_NBT,1995,0
1657,Estonia,INFL_NBT,1996,5335
1658,Estonia,INFL_NBT,1997,8106
1659,Estonia,INFL_NBT,1998,11640
1660,Estonia,INFL_NBT,1999,10739
1661,Estonia,INFL_NBT,2000,0
1662,Estonia,INFL_NBT,2001,0
1663,Estonia,INFL_NBT,2002,0
1664,Estonia,INFL_NBT,2003,0
1665,Estonia,INFL_NBT,2004,0
1666,Estonia,INFL_NBT,2005,0
1667,Estonia,INFL_NBT,2006,0
1668,Estonia,INFL_NBT,2007,0
1669,Estonia,INFL_NBT,2008,0
1670,Estonia,INFL_NBT,2009,0
1671,Estonia,INFL_NBT,2010,0
1672,Estonia,INFL_NBT,2011,0
1673,Estonia,INFL_NBT,2012,9561
1674,Estonia,INFL_NBT,2013,10601
1675,Estonia,INFL_NBT,2014,0
1676,Estonia,INFL_NBT,2015,0
1677,Estonia,INFL_NBT,2016,0
1678,Estonia,INFL_NBT,2017,0
1679,Estonia,INFL_NBT,2018,0
1680,Estonia,INTFL,1989,0
1681,Estonia,INTFL,1990,17896
1682,Estonia,INTFL,1991,0
1683,Estonia,INTFL,1992,0
1684,Estonia,INTFL,1993,0
1685,Estonia,INTFL,1994,0
1686,Estonia,INTFL,1995,13249
1687,Estonia,INTFL,1996,7874
1688,Estonia,INTFL,1997,10898
1689,Estonia,INTFL,1998,13468
1690,Estonia,INTFL,1999,12520
1691,Estonia,INTFL,2000,0
1692,Estonia,INTFL,2001,0
1693,Estonia,INTFL,2002,0
1694,Estonia,INTFL,2003,0
1695,Estonia,INTFL,2004,0
1696,Estonia,INTFL,2005,28985.7
1697,Estonia,INTFL,2006,7635.3
1698,Estonia,INTFL,2007,31431.4
1699,Estonia,INTFL,2008,0
1700,Estonia,INTFL,2009,0
1701,Estonia,INTFL,2010,0
1702,Estonia,INTFL,2011,30371.3
1703,Estonia,INTFL,2012,20385
1704,Estonia,INTFL,2013,9357
1705,Estonia,INTFL,2014,0
1706,Estonia,INTFL,2015,0
1707,Estonia,INTFL,2016,0
1708,Estonia,INTFL,2017,0
1709,Estonia,INTFL,2018,0
1710,Estonia,OUTFL,1989,0
1711,Estonia,OUTFL,1990,17896
1712,Estonia,OUTFL,1991,0
1713,Estonia,OUTFL,1992,12860
1714,Estonia,OUTFL,1993,10480
1715,Estonia,OUTFL,1994,13460
1716,Estonia,OUTFL,1995,13249
1717,Estonia,OUTFL,1996,6951
1718,Estonia,OUTFL,1997,10809
1719,Estonia,OUTFL,1998,14378
1720,Estonia,OUTFL,1999,12936
1721,Estonia,OUTFL,2000,11268
1722,Estonia,OUTFL,2001,12839.7
1723,Estonia,OUTFL,2002,11013.8
1724,Estonia,OUTFL,2003,9433.3
1725,Estonia,OUTFL,2004,15773.1
1726,Estonia,OUTFL,2005,13320
1727,Estonia,OUTFL,2006,7264.1
1728,Estonia,OUTFL,2007,11408.4
1729,Estonia,OUTFL,2008,0
1730,Estonia,OUTFL,2009,0
1731,Estonia,OUTFL,2010,0
1732,Estonia,OUTFL,2011,15904.7
1733,Estonia,OUTFL,2012,15789
1734,Estonia,OUTFL,2013,12600
1735,Estonia,OUTFL,2014,0
1736,Estonia,OUTFL,2015,0
1737,Estonia,OUTFL,2016,0
1738,Estonia,OUTFL,2017,0
1739,Estonia,OUTFL,2018,0
1740,Estonia,PRECIP,1989,0
1741,Estonia,PRECIP,1990,35996
1742,Estonia,PRECIP,1991,0
1743,Estonia,PRECIP,1992,26950
1744,Estonia,PRECIP,1993,29400
1745,Estonia,PRECIP,1994,30260
1746,Estonia,PRECIP,1995,29868
1747,Estonia,PRECIP,1996,24793
1748,Estonia,PRECIP,1997,29294
1749,Estonia,PRECIP,1998,33597
1750,Estonia,PRECIP,1999,28860
1751,Estonia,PRECIP,2000,29117
1752,Estonia,PRECIP,2001,34665
1753,Estonia,PRECIP,2002,24227
1754,Estonia,PRECIP,2003,18933.9
1755,Estonia,PRECIP,2004,33438.5
1756,Estonia,PRECIP,2005,28985.7
1757,Estonia,PRECIP,2006,23514.7
1758,Estonia,PRECIP,2007,31431.4
1759,Estonia,PRECIP,2008,0
1760,Estonia,PRECIP,2009,0
1761,Estonia,PRECIP,2010,0
1762,Estonia,PRECIP,2011,30371.3
1763,Estonia,PRECIP,2012,38917
1764,Estonia,PRECIP,2013,25719
1765,Estonia,PRECIP,2014,26836
1766,Estonia,PRECIP,2015,25136
1767,Estonia,PRECIP,2016,31216.1
1768,Estonia,PRECIP,2017,31738.6
1769,Estonia,PRECIP,2018,0
1770,Estonia,RFW_RES,1989,0
1771,Estonia,RFW_RES,1990,17896
1772,Estonia,RFW_RES,1991,0
1773,Estonia,RFW_RES,1992,12860
1774,Estonia,RFW_RES,1993,10480
1775,Estonia,RFW_RES,1994,13460
1776,Estonia,RFW_RES,1995,13249
1777,Estonia,RFW_RES,1996,13209
1778,Estonia,RFW_RES,1997,19004
1779,Estonia,RFW_RES,1998,25108
1780,Estonia,RFW_RES,1999,23259
1781,Estonia,RFW_RES,2000,0
1782,Estonia,RFW_RES,2001,0
1783,Estonia,RFW_RES,2002,0
1784,Estonia,RFW_RES,2003,0
1785,Estonia,RFW_RES,2004,0
1786,Estonia,RFW_RES,2005,28985.7
1787,Estonia,RFW_RES,2006,7635.3
1788,Estonia,RFW_RES,2007,31431.4
1789,Estonia,RFW_RES,2008,0
1790,Estonia,RFW_RES,2009,0
1791,Estonia,RFW_RES,2010,0
1792,Estonia,RFW_RES,2011,30371.3
1793,Estonia,RFW_RES,2012,29946
1794,Estonia,RFW_RES,2013,19958
1795,Estonia,RFW_RES,2014,0
1796,Estonia,RFW_RES,2015,0
1797,Estonia,RFW_RES,2016,0
1798,Estonia,RFW_RES,2017,0
1799,Estonia,RFW_RES,2018,0
1800,Spain,EVAP_TSP,1989,0
1801,Spain,EVAP_TSP,1990,238334
1802,Spain,EVAP_TSP,1991,208759
1803,Spain,EVAP_TSP,1992,197754
1804,Spain,EVAP_TSP,1993,199639
1805,Spain,EVAP_TSP,1994,182589
1806,Spain,EVAP_TSP,1995,188083
1807,Spain,EVAP_TSP,1996,267786
1808,Spain,EVAP_TSP,1997,252906
1809,Spain,EVAP_TSP,1998,243964
1810,Spain,EVAP_TSP,1999,208219
1811,Spain,EVAP_TSP,2000,229784
1812,Spain,EVAP_TSP,2001,239441.6
1813,Spain,EVAP_TSP,2002,238521.3
1814,Spain,EVAP_TSP,2003,252223.9
1815,Spain,EVAP_TSP,2004,167743.1
1816,Spain,EVAP_TSP,2005,229192.4
1817,Spain,EVAP_TSP,2006,246070.4
1818,Spain,EVAP_TSP,2007,232013.8
1819,Spain,EVAP_TSP,2008,225420.4
1820,Spain,EVAP_TSP,2009,254731.3
1821,Spain,EVAP_TSP,2010,230506.6
1822,Spain,EVAP_TSP,2011,166040.5
1823,Spain,EVAP_TSP,2012,254207.2
1824,Spain,EVAP_TSP,2013,199929.8
1825,Spain,EVAP_TSP,2014,225745
1826,Spain,EVAP_TSP,2015,217164
1827,Spain,EVAP_TSP,2016,213753
1828,Spain,EVAP_TSP,2017,199631
1829,Spain,EVAP_TSP,2018,0
1830,Spain,INFL_NBT,1989,0
1831,Spain,INFL_NBT,1990,0
1832,Spain,INFL_NBT,1991,0
1833,Spain,INFL_NBT,1992,0
1834,Spain,INFL_NBT,1993,0
1835,Spain,INFL_NBT,1994,0
1836,Spain,INFL_NBT,1995,0
1837,Spain,INFL_NBT,1996,0
1838,Spain,INFL_NBT,1997,0
1839,Spain,INFL_NBT,1998,0
1840,Spain,INFL_NBT,1999,0
1841,Spain,INFL_NBT,2000,0
1842,Spain,INFL_NBT,2001,0
1843,Spain,INFL_NBT,2002,0
1844,Spain,INFL_NBT,2003,0
1845,Spain,INFL_NBT,2004,0
1846,Spain,INFL_NBT,2005,0
1847,Spain,INFL_NBT,2006,0
1848,Spain,INFL_NBT,2007,0
1849,Spain,INFL_NBT,2008,0
1850,Spain,INFL_NBT,2009,0
1851,Spain,INFL_NBT,2010,0
1852,Spain,INFL_NBT,2011,0
1853,Spain,INFL_NBT,2012,0
1854,Spain,INFL_NBT,2013,0
1855,Spain,INFL_NBT,2014,0
1856,Spain,INFL_NBT,2015,0
1857,Spain,INFL_NBT,2016,0
1858,Spain,INFL_NBT,2017,0
1859,Spain,INFL_NBT,2018,0
1860,Spain,INTFL,1989,0
1861,Spain,INTFL,1990,112580
1862,Spain,INTFL,1991,74835
1863,Spain,INTFL,1992,99319
1864,Spain,INTFL,1993,101776
1865,Spain,INTFL,1994,93679
1866,Spain,INTFL,1995,73454
1867,Spain,INTFL,1996,167414
1868,Spain,INTFL,1997,144406
1869,Spain,INTFL,1998,121889
1870,Spain,INTFL,1999,59763
1871,Spain,INTFL,2000,168177.9
1872,Spain,INTFL,2001,62344.3
1873,Spain,INTFL,2002,131378.1
1874,Spain,INTFL,2003,121579
1875,Spain,INTFL,2004,53713.2
1876,Spain,INTFL,2005,84324.1
1877,Spain,INTFL,2006,109676.4
1878,Spain,INTFL,2007,68629.3
1879,Spain,INTFL,2008,79753.2
1880,Spain,INTFL,2009,170958.6
1881,Spain,INTFL,2010,107481.8
1882,Spain,INTFL,2011,80592.1
1883,Spain,INTFL,2012,168274.7
1884,Spain,INTFL,2013,63440.8
1885,Spain,INTFL,2014,126591
1886,Spain,INTFL,2015,43817
1887,Spain,INTFL,2016,132483
1888,Spain,INTFL,2017,40874
1889,Spain,INTFL,2018,0
1890,Spain,OUTFL,1989,0
1891,Spain,OUTFL,1990,112580
1892,Spain,OUTFL,1991,0
1893,Spain,OUTFL,1992,0
1894,Spain,OUTFL,1993,0
1895,Spain,OUTFL,1994,0
1896,Spain,OUTFL,1995,73454
1897,Spain,OUTFL,1996,167414
1898,Spain,OUTFL,1997,144406
1899,Spain,OUTFL,1998,121889
1900,Spain,OUTFL,1999,59763
1901,Spain,OUTFL,2000,168177.9
1902,Spain,OUTFL,2001,62344.3
1903,Spain,OUTFL,2002,131378.1
1904,Spain,OUTFL,2003,121579
1905,Spain,OUTFL,2004,53713.2
1906,Spain,OUTFL,2005,84324.1
1907,Spain,OUTFL,2006,109676.4
1908,Spain,OUTFL,2007,68629.3
1909,Spain,OUTFL,2008,79753.2
1910,Spain,OUTFL,2009,170958.6
1911,Spain,OUTFL,2010,107481.8
1912,Spain,OUTFL,2011,80592.1
1913,Spain,OUTFL,2012,168274.7
1914,Spain,OUTFL,2013,63440.8
1915,Spain,OUTFL,2014,126591
1916,Spain,OUTFL,2015,43817
1917,Spain,OUTFL,2016,132483
1918,Spain,OUTFL,2017,40874
1919,Spain,OUTFL,2018,0
1920,Spain,PRECIP,1989,250000
1921,Spain,PRECIP,1990,350914
1922,Spain,PRECIP,1991,283594
1923,Spain,PRECIP,1992,297073
1924,Spain,PRECIP,1993,301415
1925,Spain,PRECIP,1994,276268
1926,Spain,PRECIP,1995,261536
1927,Spain,PRECIP,1996,435200
1928,Spain,PRECIP,1997,397312
1929,Spain,PRECIP,1998,365853
1930,Spain,PRECIP,1999,267982
1931,Spain,PRECIP,2000,397961.9
1932,Spain,PRECIP,2001,301785.9
1933,Spain,PRECIP,2002,369899.4
1934,Spain,PRECIP,2003,373802.9
1935,Spain,PRECIP,2004,221456.3
1936,Spain,PRECIP,2005,313516.5
1937,Spain,PRECIP,2006,355746.8
1938,Spain,PRECIP,2007,300643.1
1939,Spain,PRECIP,2008,305173.6
1940,Spain,PRECIP,2009,425689.9
1941,Spain,PRECIP,2010,337988.4
1942,Spain,PRECIP,2011,246632.6
1943,Spain,PRECIP,2012,422481.9
1944,Spain,PRECIP,2013,263370.6
1945,Spain,PRECIP,2014,352336
1946,Spain,PRECIP,2015,260981
1947,Spain,PRECIP,2016,346236
1948,Spain,PRECIP,2017,240235
1949,Spain,PRECIP,2018,0
1950,Spain,RFW_RES,1989,100666
1951,Spain,RFW_RES,1990,112580
1952,Spain,RFW_RES,1991,74835
1953,Spain,RFW_RES,1992,99319
1954,Spain,RFW_RES,1993,101776
1955,Spain,RFW_RES,1994,93679
1956,Spain,RFW_RES,1995,73454
1957,Spain,RFW_RES,1996,167414
1958,Spain,RFW_RES,1997,144406
1959,Spain,RFW_RES,1998,121889
1960,Spain,RFW_RES,1999,59763
1961,Spain,RFW_RES,2000,168177.9
1962,Spain,RFW_RES,2001,62344.3
1963,Spain,RFW_RES,2002,131378.1
1964,Spain,RFW_RES,2003,121579
1965,Spain,RFW_RES,2004,53713.2
1966,Spain,RFW_RES,2005,84324.1
1967,Spain,RFW_RES,2006,109676.4
1968,Spain,RFW_RES,2007,68629.3
1969,Spain,RFW_RES,2008,79753.2
1970,Spain,RFW_RES,2009,170958.6
1971,Spain,RFW_RES,2010,107481.8
1972,Spain,RFW_RES,2011,80592.1
1973,Spain,RFW_RES,2012,168274.7
1974,Spain,RFW_RES,2013,63440.8
1975,Spain,RFW_RES,2014,126591
1976,Spain,RFW_RES,2015,43817
1977,Spain,RFW_RES,2016,132483
1978,Spain,RFW_RES,2017,40874
1979,Spain,RFW_RES,2018,0
1980,Finland,EVAP_TSP,1989,131000
1981,Finland,EVAP_TSP,1990,113000
1982,Finland,EVAP_TSP,1991,108000
1983,Finland,EVAP_TSP,1992,108000
1984,Finland,EVAP_TSP,1993,130000
1985,Finland,EVAP_TSP,1994,124000
1986,Finland,EVAP_TSP,1995,118000
1987,Finland,EVAP_TSP,1996,95000
1988,Finland,EVAP_TSP,1997,115000
1989,Finland,EVAP_TSP,1998,125000
1990,Finland,EVAP_TSP,1999,114000
1991,Finland,EVAP_TSP,2000,123000
1992,Finland,EVAP_TSP,2001,130000
1993,Finland,EVAP_TSP,2002,101000
1994,Finland,EVAP_TSP,2003,123000
1995,Finland,EVAP_TSP,2004,143000
1996,Finland,EVAP_TSP,2005,112000
1997,Finland,EVAP_TSP,2006,98266
1998,Finland,EVAP_TSP,2007,89000
1999,Finland,EVAP_TSP,2008,108133
2000,Finland,EVAP_TSP,2009,104616
2001,Finland,EVAP_TSP,2010,112561
2002,Finland,EVAP_TSP,2011,131351
2003,Finland,EVAP_TSP,2012,120016
2004,Finland,EVAP_TSP,2013,114369
2005,Finland,EVAP_TSP,2014,117270
2006,Finland,EVAP_TSP,2015,119804
2007,Finland,EVAP_TSP,2016,128476
2008,Finland,EVAP_TSP,2017,124282
2009,Finland,EVAP_TSP,2018,92589
2010,Finland,INFL_NBT,1989,3000
2011,Finland,INFL_NBT,1990,2500
2012,Finland,INFL_NBT,1991,3800
2013,Finland,INFL_NBT,1992,3800
2014,Finland,INFL_NBT,1993,3600
2015,Finland,INFL_NBT,1994,3700
2016,Finland,INFL_NBT,1995,4000
2017,Finland,INFL_NBT,1996,3400
2018,Finland,INFL_NBT,1997,3600
2019,Finland,INFL_NBT,1998,4500
2020,Finland,INFL_NBT,1999,3300
2021,Finland,INFL_NBT,2000,4000
2022,Finland,INFL_NBT,2001,3500
2023,Finland,INFL_NBT,2002,3700
2024,Finland,INFL_NBT,2003,4200
2025,Finland,INFL_NBT,2004,7200
2026,Finland,INFL_NBT,2005,4800
2027,Finland,INFL_NBT,2006,3509
2028,Finland,INFL_NBT,2007,3000
2029,Finland,INFL_NBT,2008,5577
2030,Finland,INFL_NBT,2009,3990
2031,Finland,INFL_NBT,2010,3829
2032,Finland,INFL_NBT,2011,3484
2033,Finland,INFL_NBT,2012,5754
2034,Finland,INFL_NBT,2013,3835
2035,Finland,INFL_NBT,2014,4153
2036,Finland,INFL_NBT,2015,4591
2037,Finland,INFL_NBT,2016,4345
2038,Finland,INFL_NBT,2017,4811
2039,Finland,INFL_NBT,2018,4091
2040,Finland,INTFL,1989,88000
2041,Finland,INTFL,1990,88000
2042,Finland,INTFL,1991,137000
2043,Finland,INTFL,1992,149000
2044,Finland,INTFL,1993,80000
2045,Finland,INTFL,1994,98000
2046,Finland,INTFL,1995,105000
2047,Finland,INTFL,1996,100000
2048,Finland,INTFL,1997,87000
2049,Finland,INTFL,1998,130000
2050,Finland,INTFL,1999,95600
2051,Finland,INTFL,2000,117000
2052,Finland,INTFL,2001,87000
2053,Finland,INTFL,2002,78000
2054,Finland,INTFL,2003,84000
2055,Finland,INTFL,2004,135000
2056,Finland,INTFL,2005,116000
2057,Finland,INTFL,2006,103417
2058,Finland,INTFL,2007,96000
2059,Finland,INTFL,2008,147805
2060,Finland,INTFL,2009,88022
2061,Finland,INTFL,2010,103123
2062,Finland,INTFL,2011,123552
2063,Finland,INTFL,2012,153575
2064,Finland,INTFL,2013,106797
2065,Finland,INTFL,2014,97130
2066,Finland,INTFL,2015,145325
2067,Finland,INTFL,2016,123213
2068,Finland,INTFL,2017,123928
2069,Finland,INTFL,2018,91029
2070,Finland,OUTFL,1989,91000
2071,Finland,OUTFL,1990,90500
2072,Finland,OUTFL,1991,152800
2073,Finland,OUTFL,1992,152800
2074,Finland,OUTFL,1993,83600
2075,Finland,OUTFL,1994,101700
2076,Finland,OUTFL,1995,109000
2077,Finland,OUTFL,1996,93000
2078,Finland,OUTFL,1997,96500
2079,Finland,OUTFL,1998,125000
2080,Finland,OUTFL,1999,104800
2081,Finland,OUTFL,2000,121000
2082,Finland,OUTFL,2001,102000
2083,Finland,OUTFL,2002,87000
2084,Finland,OUTFL,2003,78000
2085,Finland,OUTFL,2004,131000
2086,Finland,OUTFL,2005,131000
2087,Finland,OUTFL,2006,103826
2088,Finland,OUTFL,2007,98000
2089,Finland,OUTFL,2008,149778
2090,Finland,OUTFL,2009,105620
2091,Finland,OUTFL,2010,110518
2092,Finland,OUTFL,2011,115911
2093,Finland,OUTFL,2012,155724
2094,Finland,OUTFL,2013,111261
2095,Finland,OUTFL,2014,106407
2096,Finland,OUTFL,2015,143973
2097,Finland,OUTFL,2016,133220
2098,Finland,OUTFL,2017,122552
2099,Finland,OUTFL,2018,107800
2100,Finland,PRECIP,1989,219000
2101,Finland,PRECIP,1990,201000
2102,Finland,PRECIP,1991,245000
2103,Finland,PRECIP,1992,257000
2104,Finland,PRECIP,1993,210000
2105,Finland,PRECIP,1994,222000
2106,Finland,PRECIP,1995,223000
2107,Finland,PRECIP,1996,195000
2108,Finland,PRECIP,1997,202000
2109,Finland,PRECIP,1998,255000
2110,Finland,PRECIP,1999,209600
2111,Finland,PRECIP,2000,240000
2112,Finland,PRECIP,2001,217000
2113,Finland,PRECIP,2002,179000
2114,Finland,PRECIP,2003,207000
2115,Finland,PRECIP,2004,278000
2116,Finland,PRECIP,2005,228000
2117,Finland,PRECIP,2006,201683
2118,Finland,PRECIP,2007,185000
2119,Finland,PRECIP,2008,255938
2120,Finland,PRECIP,2009,192638
2121,Finland,PRECIP,2010,215684
